,City,Temp_Farenheit,Humidity,Cloudiness,Windspeed,Latitude,Longitude
691,Atuona,63.20,85.00%,0.00%,0.56,-8.93,125.41
692,Buta,42.77,82.00%,0.00%,2.57,29.72,112.52
693,Salalah,31.79,99.00%,76.00%,13.53,63.05,179.32
694,Dikson,78.28,94.00%,75.00%,4.70,5.33,103.14
695,Rikitea,55.22,62.00%,75.00%,18.34,-53.16,-70.91
696,Airai,86.00,62.00%,40.00%,11.41,15,-83.23
697,Hasaki,54.00,71.00%,20.00%,8.01,-46.19,168.86
698,Dalhousie,78.82,25.00%,1.00%,6.93,34.64,-120.46
699,Taolanaro,79.36,78.00%,5.00%,8.05,17.97,-66.91
700,Hihifo,81.38,100.00%,92.00%,10.96,-9.8,-139.03
701,Atuona,62.60,55.00%,75.00%,4.70,8.96,38.73
702,Cape Town,54.00,71.00%,20.00%,8.01,-46.19,168.86
703,Rikitea,34.84,51.00%,90.00%,8.05,48.61,-93.4
704,Rikitea,51.80,93.00%,90.00%,2.13,-37.83,140.78
705,Hilo,72.83,85.00%,36.00%,2.35,-9.2,25.85
706,Northam,82.55,99.00%,92.00%,10.40,-2.02,147.27
707,Ushuaia,50.50,61.00%,75.00%,9.17,-42.88,147.33
708,Kapaa,45.23,11.00%,1.00%,4.70,39.95,-94.76
709,Sawankhalok,51.03,81.00%,75.00%,17.22,-54.81,-68.31
710,Carnarvon,66.35,66.00%,0.00%,2.91,24.57,80.59
711,Arlit,35.60,80.00%,90.00%,16.11,68.22,-135.01
712,Lorengau,70.39,44.00%,44.00%,15.21,-33.64,115.35
713,Mataura,53.85,37.00%,1.00%,20.80,39.31,-74.98
714,Hunza,51.03,81.00%,75.00%,17.22,-54.81,-68.31
715,Hobart,81.38,100.00%,92.00%,10.96,-9.8,-139.03
716,Butaritari,38.36,82.00%,8.00%,2.68,-33.21,138.6
717,Ribeira Grande,51.03,81.00%,75.00%,17.22,-54.81,-68.31
718,Margate,55.22,62.00%,75.00%,18.34,-53.16,-70.91
719,Saleaula,77.00,94.00%,68.00%,12.75,-19.06,-169.92
720,Jizan,70.39,44.00%,44.00%,15.21,-33.64,115.35
721,Hobyo,40.60,93.00%,90.00%,10.29,47.66,-52.73
722,Amuntai,80.60,88.00%,20.00%,6.26,5.88,-10.05
723,Hermanus,82.10,100.00%,68.00%,8.95,-2.57,150.8
724,Punta Arenas,83.63,100.00%,36.00%,5.93,-16.48,-151.75
725,Bluff,45.88,87.00%,90.00%,3.36,41.91,-1.72
726,Oranjestad,28.40,86.00%,90.00%,4.47,64.42,-173.23
727,Bredasdorp,69.44,83.00%,75.00%,10.29,32.3,-64.78
728,Hermanus,65.34,36.00%,0.00%,11.41,18.39,42.45
729,Ponta Do Sol,1.19,60.00%,0.00%,2.57,61.4,128.95
730,Coahuayana,75.08,78.00%,20.00%,10.63,-28.77,32.06
731,Yellowknife,62.66,78.00%,0.00%,17.78,-26.65,15.16
732,Jamestown,77.00,65.00%,20.00%,6.93,-2.46,-78.17
733,Jamestown,6.80,60.00%,40.00%,4.70,78.22,15.63
734,Coquimbo,58.26,87.00%,76.00%,11.41,-34.53,20.04
735,Carnarvon,85.97,67.00%,88.00%,3.47,-26.98,-56.83
736,Santa Cruz,78.95,100.00%,24.00%,4.14,-6.22,155.63
737,Punta Arenas,76.88,100.00%,68.00%,18.57,-23.12,-134.97
738,Vanavara,75.09,88.00%,40.00%,6.93,-20.41,57.7
739,Busselton,75.11,88.00%,40.00%,6.93,-20.34,57.76
740,Belushya Guba,78.80,65.00%,40.00%,11.41,-21.64,-41.05
741,Sitka,35.87,59.00%,90.00%,19.46,62.45,-114.38
742,Guerrero Negro,38.88,56.00%,75.00%,26.40,42.65,-73.75
743,Dikson,24.80,79.00%,90.00%,14.99,69.44,-133.03
744,Rikitea,57.65,99.00%,100.00%,1.99,-34.42,19.24
745,Shijak,54.00,71.00%,20.00%,8.01,-46.19,168.86
746,Pisco,34.72,74.00%,75.00%,24.16,63.73,8.83
747,Mataura,51.03,81.00%,75.00%,17.22,-54.81,-68.31
748,Peniche,68.00,68.00%,0.00%,20.80,14.69,-16.54
749,Muzhi,55.22,62.00%,75.00%,18.34,-53.16,-70.91
750,Ribeira Grande,78.89,61.00%,40.00%,13.87,22.08,-159.32
751,Duluth,71.60,30.00%,40.00%,27.51,-13.71,-76.2
752,Ushuaia,75.20,100.00%,92.00%,17.22,-21.21,-159.78
753,Poya,85.19,74.00%,40.00%,13.87,6.8,-58.16
754,Pundaguitan,70.39,44.00%,44.00%,15.21,-33.64,115.35
755,Hithadhoo,59.69,89.00%,68.00%,7.38,-34,24.73
756,Ushuaia,51.03,81.00%,75.00%,17.22,-54.81,-68.31
757,Hithadhoo,55.22,62.00%,75.00%,18.34,-53.16,-70.91
758,Areosa,45.28,75.00%,0.00%,5.82,49.38,11.22
759,Yellowknife,82.37,100.00%,8.00%,1.90,-0.92,100.36
760,Barentsburg,51.03,81.00%,75.00%,17.22,-54.81,-68.31
761,Esperance,58.10,87.00%,0.00%,6.93,-32.49,137.76
762,Luderitz,51.03,81.00%,75.00%,17.22,-54.81,-68.31
763,Namibe,55.28,100.00%,36.00%,2.13,-34.72,135.86
764,Vaini,43.61,42.00%,75.00%,11.41,36.35,-82.21
765,Port Alfred,58.87,72.00%,75.00%,5.82,-30.38,153.1
766,Camana,29.72,91.00%,80.00%,12.19,71.98,102.47
767,Marcona,57.65,99.00%,100.00%,1.99,-34.42,19.24
768,Taolanaro,76.19,69.00%,90.00%,8.05,19.71,-155.08
769,Charlestown,30.20,86.00%,0.00%,8.95,61.04,76.11
770,Kloulklubed,38.27,50.00%,0.00%,2.68,60.75,-137.51
771,Albany,34.92,69.00%,90.00%,9.17,45.36,-73.48
772,Airai,43.31,92.00%,36.00%,8.84,37.5,122.11
773,Dongsheng,36.18,80.00%,20.00%,1.12,35.73,140.83
774,Beringovskiy,75.20,100.00%,92.00%,17.22,-21.21,-159.78
775,Kuala Terengganu,75.34,88.00%,75.00%,10.29,-16.92,145.77
776,Punta Arenas,69.80,52.00%,0.00%,3.36,-15.77,128.74
777,Iralaya,53.75,62.00%,0.00%,8.50,-23.58,149.07
778,Mataura,52.50,81.00%,12.00%,10.29,47.55,-2.56
779,Lompoc,59.00,72.00%,40.00%,4.70,31.63,-7.99
780,Guanica,69.50,93.00%,88.00%,5.37,-33.59,26.89
781,Atuona,76.88,100.00%,68.00%,18.57,-23.12,-134.97
782,Phan Rang,82.55,100.00%,68.00%,15.43,3.07,172.79
783,Lebu,60.67,82.00%,75.00%,4.70,-33.93,18.42
784,Mataura,44.02,56.00%,75.00%,4.70,33.96,131.25
785,Fort Frances,53.85,37.00%,1.00%,20.80,39.31,-74.98
786,Mount Gambier,33.23,91.00%,92.00%,10.18,60.47,166.1
787,Bukama,46.46,98.00%,92.00%,0.78,27.88,102.25
788,Lorengau,38.88,56.00%,75.00%,26.40,42.65,-73.75
789,Hobart,67.61,43.00%,0.00%,7.38,-14.8,24.8
790,Kodiak,33.37,85.00%,90.00%,11.18,59.7,30.79
791,Ushuaia,86.96,27.00%,8.00%,9.40,13.05,3.19
792,Nagod,40.37,75.00%,0.00%,10.29,52.47,1.45
793,Aklavik,21.71,63.00%,0.00%,2.13,37.93,102.64
794,Busselton,54.21,47.00%,0.00%,2.24,45.6,-0.6
795,Port Elizabeth,50.50,61.00%,75.00%,9.17,-42.78,147.06
796,Ushuaia,85.19,74.00%,40.00%,13.87,6.8,-58.16
797,Atuona,76.88,100.00%,68.00%,18.57,-23.12,-134.97
798,Jamestown,35.60,93.00%,90.00%,13.87,65.28,-126.83
799,Karauzyak,85.97,67.00%,88.00%,3.47,-26.98,-56.83
800,Ushuaia,35.60,93.00%,90.00%,13.87,65.28,-126.83
801,Punta Arenas,77.00,65.00%,0.00%,3.36,-22.97,-42.02
802,Alofi,76.88,100.00%,68.00%,18.57,-23.12,-134.97
803,Busselton,76.88,100.00%,68.00%,18.57,-23.12,-134.97
804,Torbay,30.49,64.00%,40.00%,14.99,68.5,14.83
805,Buchanan,71.60,37.00%,0.00%,21.92,-41.13,-71.31
806,Kavieng,55.15,82.00%,20.00%,14.99,37.72,-25.43
807,Faanui,59.00,100.00%,90.00%,9.17,20.72,-97.32
808,Tarazona,82.55,100.00%,68.00%,15.43,3.07,172.79
809,Provideniya,23.00,79.00%,68.00%,26.40,65.61,-37.64
810,Hamilton,28.40,79.00%,1.00%,1.12,37.57,126.98
811,Faya,74.09,51.00%,8.00%,3.69,-17.03,-72.02
812,Mokhsogollokh,51.03,81.00%,75.00%,17.22,-54.81,-68.31
813,Richards Bay,78.89,65.00%,5.00%,10.29,20.71,-105.21
814,Kamenskoye,58.26,87.00%,76.00%,11.41,-34.53,20.04
815,Luderitz,70.39,44.00%,44.00%,15.21,-33.64,115.35
816,Sucua,33.82,86.00%,0.00%,4.70,56.62,8.18
817,Sentyabrskiy,41.00,86.00%,90.00%,5.82,40.75,48.39
818,Longyearbyen,51.78,25.00%,1.00%,6.93,34.61,-98.39
819,Bredasdorp,19.40,41.00%,40.00%,2.24,47.92,106.92
820,San Patricio,75.35,28.00%,0.00%,11.63,-46.43,-67.52
821,Kieta,48.07,61.00%,90.00%,4.70,49.18,-57.43
822,Rikitea,78.89,61.00%,40.00%,13.87,22.08,-159.32
823,Mahebourg,83.54,77.00%,76.00%,1.90,-0.19,-74.78
824,Bambous Virieux,50.50,61.00%,75.00%,9.17,-42.88,147.33
825,Sao Joao Da Barra,77.42,89.00%,80.00%,2.13,-4.87,-43.35
826,Yellowknife,68.33,73.00%,64.00%,3.91,-18.06,13.84
827,Albany,81.38,100.00%,92.00%,10.96,-9.8,-139.03
828,Tuktoyaktuk,20.36,76.00%,8.00%,12.64,66.83,70.83
829,Hermanus,57.65,99.00%,100.00%,1.99,-34.42,19.24
830,Mataura,55.15,82.00%,20.00%,14.99,37.72,-25.43
831,Sistranda,54.00,71.00%,20.00%,8.01,-46.19,168.86
832,Amderma,20.00,78.00%,20.00%,5.70,44.75,132.04
833,Ushuaia,38.36,82.00%,8.00%,2.68,-33.21,138.6
834,Gat,50.52,61.00%,75.00%,9.17,-43.03,147.26
835,Punta Arenas,-1.88,59.00%,0.00%,2.46,68.75,161.3
836,Kapaa,82.10,100.00%,68.00%,8.95,-2.57,150.8
837,Artyk,55.22,62.00%,75.00%,18.34,-53.16,-70.91
838,Pisco,43.20,52.00%,1.00%,3.36,60.79,-161.76
839,Avarua,38.36,82.00%,8.00%,2.68,-33.21,138.6
840,Illoqqortoormiut,50.78,100.00%,0.00%,8.61,34.7,138.93
841,Georgetown,26.30,100.00%,68.00%,2.35,61.99,-49.67
842,Busselton,54.00,71.00%,20.00%,8.01,-46.19,168.86
843,Kruisfontein,83.18,100.00%,0.00%,4.92,-0.6,73.08
844,Ushuaia,76.88,100.00%,68.00%,18.57,-23.12,-134.97
845,Punta Arenas,51.03,81.00%,75.00%,17.22,-54.81,-68.31
846,Feucht,50.50,61.00%,75.00%,9.17,-42.88,147.33
847,Padang,72.79,12.00%,1.00%,3.36,35.62,-117.67
848,Ushuaia,73.09,40.00%,1.00%,5.82,38.25,-122.04
849,Port Augusta,58.26,87.00%,76.00%,11.41,-34.53,20.04
850,Ushuaia,84.98,61.00%,36.00%,9.40,7.38,8.57
851,Port Lincoln,24.80,79.00%,90.00%,14.99,69.44,-133.03
852,Elizabethton,38.36,82.00%,8.00%,2.68,-33.21,138.6
853,Sawtell,75.11,88.00%,40.00%,6.93,-20.34,57.76
854,Khatanga,51.03,81.00%,75.00%,17.22,-54.81,-68.31
855,Hermanus,92.27,51.00%,8.00%,3.91,-3.84,-62.06
856,Hilo,54.00,71.00%,24.00%,8.01,-46.13,167.69
857,Megion,70.39,44.00%,44.00%,15.21,-33.64,115.35
858,Haines Junction,51.03,81.00%,75.00%,17.22,-54.81,-68.31
859,Saint-Philippe,32.96,100.00%,80.00%,26.51,70.03,20.97
860,Weihai,8.31,78.00%,75.00%,4.70,63.75,-68.52
861,Hasaki,77.00,65.00%,0.00%,3.36,-22.97,-42.02
862,Grand River South East,71.60,30.00%,40.00%,27.51,-13.71,-76.2
863,Avarua,57.20,93.00%,90.00%,6.93,-41.87,-73.83
864,Cairns,75.20,100.00%,92.00%,17.22,-21.21,-159.78
865,Kununurra,64.40,77.00%,0.00%,8.05,-25.3,152.85
866,Bluff,38.36,82.00%,8.00%,2.68,-33.21,138.6
867,Ambon,74.45,100.00%,92.00%,3.69,-1.71,-47.89
868,Marrakesh,83.18,100.00%,0.00%,4.92,-0.6,73.08
869,Port Alfred,74.54,92.00%,68.00%,8.16,-7.21,-36.83
870,Rikitea,33.66,69.00%,0.00%,11.41,60.22,24.66
871,Butaritari,76.19,69.00%,90.00%,8.05,19.71,-155.08
872,Cape Town,63.20,85.00%,0.00%,0.56,-8.93,125.41
873,Ube,62.98,72.00%,75.00%,17.22,-0.39,-78.55
874,Port Elizabeth,16.94,74.00%,0.00%,2.13,54.81,105.15
875,Tilichiki,87.64,43.00%,40.00%,5.37,15.74,-96.47
876,Xichang,26.30,100.00%,68.00%,2.35,61.99,-49.67
877,Albany,76.19,69.00%,90.00%,8.05,19.71,-155.08
878,Sentyabrskiy,10.91,100.00%,64.00%,2.35,72.79,-56.15
879,Kaoma,30.99,84.00%,24.00%,1.99,57.75,24.36
880,Nikolskoye,83.81,77.00%,0.00%,5.37,7.53,-12.5
881,Dosso,73.73,100.00%,76.00%,5.70,-33.02,27.91
882,Broome,45.23,11.00%,1.00%,4.70,39.95,-94.76
883,Wuwei,23.00,79.00%,36.00%,4.47,53.05,158.65
884,Souillac,85.97,67.00%,88.00%,3.47,-26.98,-56.83
885,New Norfolk,79.93,94.00%,40.00%,9.17,-3.73,-38.66
886,Taolanaro,84.35,99.00%,56.00%,8.39,-1.57,9.26
887,Georgetown,51.03,81.00%,75.00%,17.22,-54.81,-68.31
888,Rikitea,38.36,82.00%,8.00%,2.68,-33.21,138.6
889,Norman Wells,28.40,74.00%,40.00%,20.80,71.03,27.85
890,San Patricio,38.36,82.00%,8.00%,2.68,-33.21,138.6
891,Sentyabrskiy,62.60,48.00%,75.00%,27.51,-45.58,-72.07
892,Norman Wells,81.38,100.00%,92.00%,10.96,-9.8,-139.03
893,Arraial Do Cabo,57.20,93.00%,90.00%,6.93,-42.48,-73.76
894,Rikitea,2.72,65.00%,0.00%,2.57,62.67,131.17
895,Rikitea,74.81,93.00%,48.00%,1.34,-2.42,115.25
896,Taolanaro,53.85,37.00%,1.00%,20.80,39.31,-74.98
897,Melbu,51.03,81.00%,75.00%,17.22,-54.81,-68.31
898,San Carlos De Bariloche,21.53,85.00%,56.00%,15.43,71.97,114.09
899,Vila Franca Do Campo,76.88,100.00%,68.00%,18.57,-23.12,-134.97
900,Cazones,83.18,100.00%,0.00%,4.92,-0.6,73.08
901,Butaritari,41.00,75.00%,0.00%,4.70,48.32,23.04
902,Tasiilaq,77.00,65.00%,0.00%,3.36,-22.97,-42.02
903,Seoul,54.00,71.00%,20.00%,8.01,-46.19,168.86
904,Mollendo,21.53,85.00%,56.00%,15.43,71.97,114.09
905,Ushuaia,51.03,81.00%,75.00%,17.22,-54.81,-68.31
906,Ixtapa,76.88,100.00%,68.00%,18.57,-23.12,-134.97
907,Utiroa,62.60,55.00%,75.00%,4.70,8.96,38.73
908,Bredasdorp,35.87,59.00%,90.00%,19.46,62.45,-114.38
909,Busselton,44.60,75.00%,0.00%,4.03,46.42,3.91
910,Harboore,55.28,100.00%,36.00%,2.13,-34.72,135.86
911,Basqal,26.60,92.00%,40.00%,6.71,64.29,41.92
912,Lawton,78.89,61.00%,40.00%,13.87,22.08,-159.32
913,Ulaanbaatar,60.67,82.00%,75.00%,4.70,-33.93,18.42
914,Mar Del Plata,60.67,82.00%,75.00%,4.70,-33.93,18.42
915,Deer Lake,75.35,28.00%,0.00%,11.63,-46.43,-67.52
916,Kapaa,79.85,100.00%,20.00%,3.69,-8.63,122.22
917,Puerto Leguizamo,76.88,100.00%,68.00%,18.57,-23.12,-134.97
918,Hobart,20.45,98.00%,36.00%,12.19,59.56,150.8
919,Caxias,29.81,83.00%,0.00%,10.96,59.1,26.19
920,Opuwo,55.22,62.00%,75.00%,18.34,-53.16,-70.91
921,Atuona,58.97,100.00%,64.00%,24.94,38.52,-28.7
922,Yar-Sale,10.91,100.00%,64.00%,2.35,72.79,-56.15
923,Hermanus,76.88,100.00%,68.00%,18.57,-23.12,-134.97
924,Vila Franca Do Campo,80.75,100.00%,88.00%,10.63,-16.23,39.91
925,Mataura,81.38,100.00%,92.00%,10.96,-9.8,-139.03
926,Kamen-Rybolov,69.50,93.00%,88.00%,5.37,-33.59,26.89
927,Jamestown,68.15,91.00%,56.00%,2.46,-7.57,24.18
928,Margate,75.80,100.00%,0.00%,2.24,-9.11,124.89
929,Cherskiy,55.22,62.00%,75.00%,18.34,-53.16,-70.91
930,Kavieng,82.28,34.00%,48.00%,7.16,-38.31,-60.23
931,Punta Arenas,-1.70,78.00%,32.00%,4.36,77.48,-69.36
932,Bethel,24.80,79.00%,90.00%,14.99,69.44,-133.03
933,Jamestown,67.86,56.00%,32.00%,5.82,-22.95,14.51
934,Shimoda,89.60,66.00%,20.00%,4.70,-17.53,-149.33
935,Paamiut,50.50,61.00%,75.00%,9.17,-42.88,147.33
936,Mataura,80.26,25.00%,0.00%,8.05,33.43,-117.61
937,Hithadhoo,50.50,61.00%,75.00%,9.17,-42.88,147.33
938,Rikitea,50.00,41.00%,36.00%,2.91,38.42,77.24
939,Ushuaia,21.53,85.00%,56.00%,15.43,71.97,114.09
940,Hobart,51.03,81.00%,75.00%,17.22,-54.81,-68.31
941,Ridgecrest,21.53,85.00%,56.00%,15.43,71.97,114.09
942,Fairfield,68.33,92.00%,0.00%,2.57,15.34,74.49
943,Bredasdorp,89.60,59.00%,20.00%,3.58,10.46,-64.17
944,Yaan,89.26,55.00%,40.00%,6.93,9.55,-79.65
945,Tuktoyaktuk,42.80,87.00%,88.00%,12.75,62.23,-6.59
946,Jamestown,58.26,87.00%,76.00%,11.41,-34.53,20.04
947,Bambous Virieux,70.39,44.00%,44.00%,15.21,-33.64,115.35
948,Ushuaia,75.13,88.00%,40.00%,6.93,-20.01,57.66
949,Codajas,85.97,67.00%,88.00%,3.47,-26.98,-56.83
950,Tuatapere,17.60,67.00%,48.00%,8.05,69.22,-51.1
951,Busselton,53.85,37.00%,1.00%,20.80,39.31,-74.98
952,Ushuaia,-1.70,78.00%,32.00%,4.36,77.48,-69.36
953,Skjervoy,51.03,81.00%,75.00%,17.22,-54.81,-68.31
954,Iqaluit,64.00,85.00%,76.00%,3.00,-22.12,14.28
955,Arraial Do Cabo,78.80,65.00%,40.00%,11.41,-21.64,-41.05
956,Pisco,74.81,80.00%,48.00%,2.13,-30.17,-50.22
957,Ancud,50.50,61.00%,75.00%,9.17,-42.88,147.33
958,Avarua,75.07,94.00%,75.00%,2.24,2.29,111.83
959,Hervey Bay,33.04,92.00%,0.00%,2.24,54.54,17.75
960,Jamestown,29.09,86.00%,80.00%,18.90,61.92,159.24
961,Jutai,78.89,61.00%,40.00%,13.87,22.08,-159.32
962,Hithadhoo,76.43,72.00%,24.00%,4.36,-34.48,-54.34
963,Taperoa,76.19,69.00%,90.00%,8.05,19.71,-155.08
964,Espoo,68.61,28.00%,1.00%,3.36,39.15,-123.21
965,Hilo,70.31,98.00%,92.00%,3.13,-8.09,111.9
966,Airai,46.40,81.00%,20.00%,4.70,50.7,-127.42
967,San Cristobal,85.43,30.00%,0.00%,6.93,16.42,-3.66
968,Zhigalovo,54.00,71.00%,20.00%,8.01,-46.19,168.86
969,Pochutla,50.50,61.00%,75.00%,9.17,-42.78,147.06
970,Paamiut,74.36,100.00%,92.00%,0.89,-0.91,122.88
971,Hilo,50.50,61.00%,75.00%,9.17,-42.88,147.33
972,Upernavik,45.23,11.00%,1.00%,4.70,39.95,-94.76
973,Salacgriva,51.87,57.00%,0.00%,2.24,44.83,-0.61
974,Bonthe,38.88,56.00%,75.00%,26.40,42.65,-73.75
975,East London,50.50,61.00%,75.00%,9.17,-42.78,147.06
976,Kodiak,83.45,100.00%,0.00%,8.16,11.67,92.75
977,Petropavlovsk-Kamchatskiy,36.27,100.00%,90.00%,5.93,49.4,-98.5
978,San Patricio,70.39,44.00%,44.00%,15.21,-33.64,115.35
979,Caucaia,81.38,100.00%,92.00%,10.96,-9.8,-139.03
980,Omboue,9.65,70.00%,36.00%,2.91,70.62,147.9
981,Calaba,45.23,11.00%,1.00%,4.70,39.95,-94.76
982,Ushuaia,70.39,44.00%,44.00%,15.21,-33.64,115.35
983,Jamestown,50.50,61.00%,75.00%,9.17,-42.88,147.33
984,Mehamn,88.49,70.00%,8.00%,3.24,-14.8,-57.29
985,Jamestown,83.34,62.00%,20.00%,14.99,10.24,-61.45
986,Coihaique,45.72,65.00%,1.00%,8.05,59.64,-151.54
987,Atuona,63.00,49.00%,0.00%,15.99,-46.28,169.85
988,Castro,88.45,62.00%,20.00%,8.05,-2.03,-79.75
989,Borogontsy,75.09,88.00%,40.00%,6.93,-20.41,57.7
990,Amuntai,33.37,85.00%,90.00%,11.18,59.7,30.79
991,Port Elizabeth,71.66,100.00%,0.00%,8.39,12.22,125.48
992,Ushuaia,70.39,44.00%,44.00%,15.21,-33.64,115.35
993,Saskylakh,81.38,100.00%,92.00%,10.96,-9.8,-139.03
994,Rikitea,83.72,25.00%,0.00%,7.72,-43.3,-65.11
995,Hithadhoo,79.49,99.00%,76.00%,3.91,-5.2,-35.46
996,Irshava,54.21,47.00%,0.00%,2.24,45.6,-0.6
997,Arraial Do Cabo,76.88,100.00%,68.00%,18.57,-23.12,-134.97
998,Mataura,16.76,79.00%,8.00%,5.82,71.64,128.87
999,Saskylakh,25.76,50.00%,8.00%,6.71,49.69,-83.67
1000,Ushuaia,27.20,100.00%,20.00%,26.17,60.14,-45.24
1001,Rikitea,30.20,39.00%,75.00%,8.05,49.72,-86.95
1002,Lebu,80.28,74.00%,75.00%,4.70,5.28,115.24
1003,Yellowknife,82.40,26.00%,0.00%,12.75,-45.87,-67.48
1004,Saint-Francois,38.36,82.00%,8.00%,2.68,-33.21,138.6
1005,Port Lincoln,51.05,46.00%,0.00%,6.93,28.42,30.79
1006,Lukovetskiy,28.28,93.00%,88.00%,24.83,73.51,80.55
1007,Geresk,54.00,71.00%,20.00%,8.01,-46.19,168.86
1008,Kapaa,71.66,68.00%,32.00%,2.91,-20.74,116.85
1009,Cape Town,95.00,50.00%,40.00%,3.36,5.66,-67.63
1010,Cape Town,68.33,92.00%,0.00%,2.57,15.34,74.49
1011,Mar Del Plata,-1.70,78.00%,32.00%,4.36,77.48,-69.36
1012,Maumere,28.40,86.00%,90.00%,4.47,64.42,-173.23
1013,Rikitea,38.88,56.00%,75.00%,26.40,42.65,-73.75
1014,Sorvag,-1.70,78.00%,32.00%,4.36,77.48,-69.36
1015,Magadan,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1016,Vao,70.39,44.00%,44.00%,15.21,-33.64,115.35
1017,Punta Arenas,38.88,56.00%,75.00%,26.40,42.65,-73.75
1018,Ribeira Grande,81.11,100.00%,0.00%,16.33,-17.73,-39.27
1019,Upernavik,49.39,42.00%,1.00%,4.70,42.87,-106.31
1020,Rikitea,76.19,69.00%,90.00%,8.05,19.71,-155.08
1021,Angoche,54.00,71.00%,20.00%,8.01,-46.19,168.86
1022,Atuona,69.86,95.00%,92.00%,12.19,-35.17,173.16
1023,Port Alfred,50.50,61.00%,75.00%,9.17,-42.78,147.06
1024,Kaniama,45.23,11.00%,1.00%,4.70,39.95,-94.76
1025,Atambua,74.81,80.00%,48.00%,2.13,-30.17,-50.22
1026,Punta Arenas,50.50,61.00%,75.00%,9.17,-42.78,147.06
1027,Bengkulu,-1.70,78.00%,32.00%,4.36,77.48,-69.36
1028,Barrow,48.20,70.00%,1.00%,17.22,55.34,-131.65
1029,Qaanaaq,38.88,56.00%,75.00%,26.40,42.65,-73.75
1030,Tuktoyaktuk,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1031,Walvis Bay,14.51,65.00%,0.00%,2.91,40.85,122.74
1032,Tiarei,76.88,100.00%,68.00%,18.57,-23.12,-134.97
