,City,Temp_Farenheit,Humidity,Cloudiness,Windspeed,Latitude,Longitude
1033,Hobart,28.40,79.00%,1.00%,1.12,37.57,126.98
1034,Grand River South East,57.65,99.00%,100.00%,1.99,-34.42,19.24
1035,San Clemente,78.80,74.00%,75.00%,5.82,17.01,54.1
1036,Hobart,38.88,56.00%,75.00%,26.40,42.65,-73.75
1037,Shache,26.30,100.00%,68.00%,2.35,61.99,-49.67
1038,Saskylakh,29.09,86.00%,80.00%,18.90,61.92,159.24
1039,Ushuaia,78.89,61.00%,40.00%,13.87,22.08,-159.32
1040,Saskylakh,83.84,66.00%,20.00%,13.87,-0.74,-90.35
1041,Vaini,85.19,74.00%,40.00%,13.87,6.8,-58.16
1042,Cumana,59.61,54.00%,1.00%,9.17,33.19,-82.53
1043,Portobelo,73.73,100.00%,76.00%,5.70,-33.02,27.91
1044,Klaksvik,68.33,92.00%,0.00%,2.57,15.34,74.49
1045,Bredasdorp,6.80,60.00%,40.00%,4.70,78.22,15.63
1046,Busselton,32.31,80.00%,75.00%,10.29,63.84,-22.43
1047,Grand Gaube,44.46,34.00%,75.00%,18.34,39.62,-77.74
1048,San Patricio,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1049,Ilulissat,5.06,78.00%,8.00%,6.60,69.38,178.42
1050,Port Elizabeth,60.67,82.00%,75.00%,4.70,-33.93,18.42
1051,Qaanaaq,77.33,53.00%,0.00%,2.91,-20.63,-46
1052,Ushuaia,38.88,56.00%,75.00%,26.40,42.65,-73.75
1053,Henties Bay,75.09,88.00%,40.00%,6.93,-20.41,57.7
1054,Sao Joao Da Barra,35.60,93.00%,90.00%,13.87,65.28,-126.83
1055,Cidreira,57.65,99.00%,100.00%,1.99,-34.42,19.24
1056,Hobart,53.75,62.00%,0.00%,8.50,-23.58,149.07
1057,Sibu,54.00,71.00%,20.00%,8.01,-46.19,168.86
1058,Lebork,26.93,100.00%,48.00%,3.13,65.58,-170.99
1059,Evensk,83.63,26.00%,0.00%,8.50,27.97,-114.04
1060,Palabuhanratu,70.39,44.00%,44.00%,15.21,-33.64,115.35
1061,Kapaa,36.66,69.00%,90.00%,6.93,55.07,24.28
1062,Tsihombe,64.46,27.00%,8.00%,12.19,-30.97,22.13
1063,Asau,45.36,66.00%,0.00%,3.02,39.45,22.34
1064,Rocha,82.55,100.00%,68.00%,15.43,3.07,172.79
1065,Hilo,59.69,89.00%,68.00%,7.38,-34,24.73
1066,Ukiah,38.88,56.00%,75.00%,26.40,42.65,-73.75
1067,Boyolangu,43.31,69.00%,80.00%,16.67,54.43,31.9
1068,Port Hardy,38.88,56.00%,75.00%,26.40,42.65,-73.75
1069,Goundam,50.50,61.00%,75.00%,9.17,-42.78,147.06
1070,Mataura,59.69,89.00%,68.00%,7.38,-34,24.73
1071,New Norfolk,8.31,78.00%,75.00%,4.70,63.75,-68.52
1072,Biak,69.50,93.00%,88.00%,5.37,-33.59,26.89
1073,Hobart,50.25,87.00%,90.00%,3.36,36.3,-76.22
1074,Kodiak,78.80,100.00%,5.00%,2.24,6.12,81.12
1075,Saint-Augustin,50.50,61.00%,75.00%,9.17,-42.88,147.33
1076,Albany,38.88,56.00%,75.00%,26.40,42.65,-73.75
1077,New Norfolk,86.00,19.00%,5.00%,4.70,27.52,-110.01
1078,Port Blair,58.97,100.00%,64.00%,24.94,38.52,-28.7
1079,Altamont,82.01,67.00%,32.00%,6.38,7.99,-10.85
1080,Busselton,75.20,100.00%,92.00%,17.22,-21.21,-159.78
1081,Atuona,48.99,30.00%,8.00%,3.00,37.17,-99.65
1082,Chokurdakh,57.22,82.00%,0.00%,5.82,39.36,-9.38
1083,Kodiak,82.55,100.00%,68.00%,15.43,3.07,172.79
1084,Busselton,52.57,62.00%,75.00%,10.29,30.04,-94.42
1085,Hobart,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1086,Nova Olimpia,85.70,76.00%,8.00%,2.13,-14.4,-56.44
1087,Esperance,84.35,99.00%,56.00%,8.39,-1.57,9.26
1088,Homer,57.11,82.00%,40.00%,28.30,38.73,-27.07
1089,Kaitangata,25.76,85.00%,0.00%,9.17,54.21,72.97
1090,Olinda,83.63,26.00%,0.00%,8.50,27.97,-114.04
1091,Mahebourg,34.92,69.00%,90.00%,9.17,45.36,-73.48
1092,Nikolskoye,78.95,100.00%,92.00%,1.34,4.14,96.13
1093,Alugan,36.18,80.00%,20.00%,1.12,35.73,140.83
1094,Busselton,57.11,82.00%,40.00%,28.30,38.73,-27.07
1095,Atuona,43.70,60.00%,90.00%,9.17,52.02,-113.95
1096,Rawson,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1097,Touros,55.28,100.00%,36.00%,2.13,-34.72,135.86
1098,Mys Shmidta,54.00,71.00%,20.00%,8.01,-46.19,168.86
1099,Souillac,68.33,92.00%,0.00%,2.57,15.34,74.49
1100,Meyungs,54.00,71.00%,20.00%,8.01,-46.19,168.86
1101,Rikitea,52.57,62.00%,75.00%,10.29,30.04,-94.42
1102,Tiksi,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1103,Hearst,54.00,71.00%,20.00%,8.01,-46.19,168.86
1104,Sentyabrskiy,38.88,56.00%,75.00%,26.40,42.65,-73.75
1105,Nanortalik,73.64,96.00%,76.00%,2.57,-6.12,141.3
1106,Geraldton,83.63,100.00%,36.00%,5.93,-16.48,-151.75
1107,Victoria,48.99,30.00%,8.00%,3.00,37.17,-99.65
1108,Comodoro Rivadavia,78.80,100.00%,75.00%,5.82,-6.97,-34.84
1109,Jamestown,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1110,Taolanaro,70.39,44.00%,44.00%,15.21,-33.64,115.35
1111,Matay,31.88,89.00%,88.00%,11.86,56.85,59.05
1112,Dikson,79.31,100.00%,0.00%,7.94,11.28,49.18
1113,Mataura,54.00,71.00%,20.00%,8.01,-46.19,168.86
1114,Karratha,38.41,93.00%,90.00%,17.22,50.2,-66.38
1115,Puerto Ayacucho,28.28,93.00%,88.00%,24.83,73.51,80.55
1116,Vaini,49.77,40.00%,1.00%,16.11,44.67,-103.85
1117,Qaanaaq,33.80,80.00%,90.00%,13.42,53.14,59.15
1118,Provideniya,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1119,Albany,69.95,99.00%,88.00%,1.34,-7.93,111.77
1120,Qaanaaq,21.53,85.00%,56.00%,15.43,71.97,114.09
1121,Ushuaia,57.65,99.00%,100.00%,1.99,-34.42,19.24
1122,Busselton,28.55,90.00%,68.00%,4.03,57.27,103.75
1123,Albany,68.00,68.00%,0.00%,20.80,14.69,-16.54
1124,Caravelas,64.72,88.00%,92.00%,26.40,-41.14,174.84
1125,Casper,58.26,87.00%,76.00%,11.41,-34.53,20.04
1126,Hilo,68.33,92.00%,0.00%,2.57,15.34,74.49
1127,Mataura,75.09,88.00%,40.00%,6.93,-20.41,57.7
1128,Ahipara,82.55,100.00%,68.00%,15.43,3.07,172.79
1129,New Norfolk,57.17,57.00%,0.00%,13.65,-22,148.04
1130,Kodiak,86.00,19.00%,5.00%,4.70,27.52,-110.01
1131,Cidreira,62.60,51.00%,0.00%,6.93,-20.73,139.49
1132,New Norfolk,48.98,100.00%,0.00%,15.66,33.72,135.99
1133,Qaanaaq,43.70,60.00%,90.00%,9.17,52.02,-113.95
1134,Ketchikan,57.45,100.00%,90.00%,11.41,-34.58,150.85
1135,Albany,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1136,Rikitea,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1137,Haicheng,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1138,Rikitea,63.20,85.00%,0.00%,0.56,-8.93,125.41
1139,Seoul,57.65,99.00%,100.00%,1.99,-34.42,19.24
1140,Hermanus,26.93,90.00%,64.00%,16.67,67.55,63.78
1141,Salalah,35.87,59.00%,90.00%,19.46,62.45,-114.38
1142,Albany,82.28,34.00%,48.00%,7.16,-38.31,-60.23
1143,Paamiut,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1144,Evensk,70.39,44.00%,44.00%,15.21,-33.64,115.35
1145,Kapaa,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1146,Puerto Ayora,54.00,71.00%,20.00%,8.01,-46.19,168.86
1147,Georgetown,78.89,61.00%,40.00%,13.87,22.08,-159.32
1148,Avera,75.35,28.00%,0.00%,11.63,-46.43,-67.52
1149,East London,69.50,93.00%,88.00%,5.37,-33.59,26.89
1150,Vaini,38.36,82.00%,8.00%,2.68,-33.21,138.6
1151,Longyearbyen,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1152,Grindavik,54.00,71.00%,20.00%,8.01,-46.19,168.86
1153,Vardo,89.60,40.00%,5.00%,32.21,16.38,-93.6
1154,Rikitea,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1155,Leningradskiy,50.00,61.00%,1.00%,10.29,54.32,-130.32
1156,Cape Town,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1157,Ponta Do Sol,50.78,100.00%,0.00%,8.61,34.7,138.93
1158,Albany,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1159,Barentsburg,49.19,81.00%,90.00%,13.87,26.2,-97.75
1160,Mahebourg,83.45,100.00%,0.00%,8.16,11.67,92.75
1161,Norman Wells,79.40,63.00%,32.00%,8.72,-11.69,-41.77
1162,Hermanus,74.81,80.00%,48.00%,2.13,-30.17,-50.22
1163,Bluff,54.00,71.00%,20.00%,8.01,-46.19,168.86
1164,Mataura,64.28,55.00%,0.00%,6.71,22.68,-3.98
1165,Lavrentiya,65.72,100.00%,92.00%,19.24,-34.05,23.37
1166,Guerrero Negro,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1167,Busselton,58.50,87.00%,0.00%,5.82,37.14,-8.45
1168,Jonava,68.33,92.00%,0.00%,2.57,15.34,74.49
1169,Carnarvon,55.28,63.00%,88.00%,18.79,31.35,27.25
1170,Saint George,58.61,93.00%,92.00%,3.58,29.7,-9.73
1171,Butaritari,79.30,51.00%,20.00%,12.75,20.89,-156.47
1172,Kruisfontein,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1173,Albany,73.19,92.00%,24.00%,3.69,-29.34,-49.73
1174,Sobolevo,-3.95,52.00%,0.00%,2.91,68.54,146.19
1175,Nizhneyansk,34.66,80.00%,90.00%,5.82,44.81,-73.08
1176,Albany,43.38,70.00%,0.00%,5.82,51.46,22.61
1177,New Norfolk,83.44,47.00%,5.00%,11.41,22.89,-109.91
1178,Kruisfontein,73.73,100.00%,76.00%,5.70,-33.02,27.91
1179,Iqaluit,58.26,87.00%,76.00%,11.41,-34.53,20.04
1180,Port Alfred,68.33,92.00%,0.00%,2.57,15.34,74.49
1181,Elizabeth City,78.95,100.00%,92.00%,7.27,9.49,50.81
1182,Hambantota,38.36,82.00%,8.00%,2.68,-33.21,138.6
1183,Hobart,71.30,95.00%,0.00%,15.99,14.9,-24.5
1184,Albany,6.80,60.00%,40.00%,4.70,78.22,15.63
1185,Laguna,53.85,37.00%,1.00%,20.80,39.31,-74.98
1186,Ribeira Grande,57.65,99.00%,100.00%,1.99,-34.42,19.24
1187,Daru,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1188,Avarua,69.01,96.00%,92.00%,18.01,-35.62,174.5
1189,Sitka,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1190,Peniche,50.50,61.00%,75.00%,9.17,-42.78,147.06
1191,Butaritari,21.53,85.00%,56.00%,15.43,71.97,114.09
1192,Nome,29.09,100.00%,12.00%,8.16,43.32,145.57
1193,Rikitea,28.40,86.00%,90.00%,4.47,64.42,-173.23
1194,Diamantino,40.60,93.00%,90.00%,10.29,47.66,-52.73
1195,Omboue,5.06,78.00%,8.00%,6.60,69.38,178.42
1196,Praia Da Vitoria,67.61,81.00%,32.00%,5.14,-12.29,33.17
1197,Odesskoye,61.11,63.00%,75.00%,17.22,26.35,127.87
1198,Guerrero Negro,64.46,27.00%,8.00%,12.19,-30.97,22.13
1199,Saint-Philippe,3.08,63.00%,0.00%,2.35,52.63,126.75
1200,Meulaboh,46.19,92.00%,64.00%,3.58,28.26,109.7
1201,Hasaki,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1202,Praia Da Vitoria,27.56,100.00%,48.00%,4.03,50.68,156.12
1203,Innisfail,90.02,33.00%,76.00%,6.38,12.07,1.79
1204,Atuona,33.41,76.00%,0.00%,9.40,47.41,47.25
1205,Vaitupu,78.89,61.00%,40.00%,13.87,22.08,-159.32
1206,Port Lincoln,48.04,65.00%,0.00%,2.24,47.08,8.13
1207,Mataura,59.95,71.00%,0.00%,8.05,-31.43,152.91
1208,Vaini,50.52,61.00%,75.00%,9.17,-43.03,147.26
1209,Mataura,34.92,69.00%,90.00%,9.17,45.36,-73.48
1210,Nome,28.40,86.00%,90.00%,4.47,64.42,-173.23
1211,Ushuaia,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1212,Mataura,73.00,51.00%,32.00%,1.01,-38.55,-58.74
1213,Albany,58.97,100.00%,64.00%,24.94,38.52,-28.7
1214,Amderma,-0.26,77.00%,0.00%,3.69,69.7,170.27
1215,Kiunga,54.00,71.00%,20.00%,8.01,-46.19,168.86
1216,Faanui,82.55,100.00%,68.00%,15.43,3.07,172.79
1217,Taolanaro,60.67,82.00%,75.00%,4.70,-33.93,18.42
1218,Toliary,48.42,36.00%,90.00%,26.40,39,-77.4
1219,Sitka,63.00,49.00%,0.00%,15.99,-46.28,169.85
1220,Cabedelo,55.28,100.00%,36.00%,2.13,-34.72,135.86
1221,Punta Arenas,64.40,77.00%,0.00%,8.05,-25.3,152.85
1222,Busselton,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1223,Bisert,79.49,99.00%,76.00%,3.91,-5.2,-35.46
1224,Bosaso,82.40,78.00%,0.00%,6.71,7.85,-5.31
1225,Mataura,41.00,93.00%,90.00%,4.70,37.04,45.1
1226,Sept-Iles,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1227,Dikson,76.43,72.00%,24.00%,4.36,-34.48,-54.34
1228,Belle Fourche,75.11,88.00%,40.00%,6.93,-20.34,57.76
1229,Svetlogorsk,73.64,99.00%,12.00%,2.68,5.56,95.32
1230,Ushuaia,54.21,47.00%,0.00%,2.24,45.6,-0.6
1231,Gambiran,58.26,87.00%,76.00%,11.41,-34.53,20.04
1232,Saskylakh,27.56,100.00%,48.00%,4.03,50.68,156.12
1233,Hermanus,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1234,Rudnogorsk,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1235,Gat,38.88,56.00%,75.00%,26.40,42.65,-73.75
1236,Porirua,29.63,93.00%,92.00%,7.16,59.95,56.29
1237,Bredasdorp,57.65,99.00%,100.00%,1.99,-34.42,19.24
1238,Vaini,68.15,91.00%,56.00%,2.46,-7.57,24.18
1239,Mahebourg,43.31,69.00%,80.00%,16.67,54.43,31.9
1240,Butaritari,80.66,96.00%,76.00%,6.71,-3.15,142.36
1241,Tarudant,54.00,71.00%,20.00%,8.01,-46.19,168.86
1242,Moranbah,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1243,Laguna,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1244,Mount Isa,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1245,Shingu,85.97,67.00%,88.00%,3.47,-26.98,-56.83
1246,Innisfail,28.40,86.00%,90.00%,4.47,64.42,-173.23
1247,Flinders,57.20,93.00%,90.00%,6.93,-42.48,-73.76
1248,Ushuaia,83.18,100.00%,0.00%,4.92,-0.6,73.08
1249,Punta Arenas,60.67,82.00%,75.00%,4.70,-33.93,18.42
1250,Punta Arenas,50.50,61.00%,75.00%,9.17,-42.88,147.33
1251,Airai,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1252,Hermanus,20.27,89.00%,80.00%,0.56,46.45,135.83
1253,Belushya Guba,80.60,65.00%,40.00%,9.17,26.54,-78.7
1254,Komsomolskiy,75.35,28.00%,0.00%,11.63,-46.43,-67.52
1255,Mys Shmidta,78.89,61.00%,40.00%,13.87,22.08,-159.32
1256,Yellowknife,84.20,54.00%,40.00%,3.36,-20.51,-54.63
1257,Barrow,29.72,91.00%,80.00%,12.19,71.98,102.47
1258,Rikitea,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1259,Busselton,68.33,97.00%,48.00%,3.91,-10.61,34.11
1260,Ushuaia,32.70,74.00%,0.00%,11.41,58.89,5.65
1261,Mataura,72.56,85.00%,8.00%,7.83,-33.69,-53.46
1262,Kapaa,85.19,74.00%,40.00%,13.87,6.8,-58.16
1263,Mar Del Plata,62.66,78.00%,0.00%,17.78,-26.65,15.16
1264,Port Alfred,5.06,78.00%,8.00%,6.60,69.38,178.42
1265,Jamestown,82.08,39.00%,0.00%,4.03,13.36,-86.4
1266,Punta Arenas,26.60,92.00%,0.00%,6.71,53.17,63.58
1267,Mataura,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1268,Champerico,74.81,80.00%,48.00%,2.13,-30.17,-50.22
1269,Atuona,55.73,56.00%,80.00%,3.91,41.42,-6.55
1270,Prince Rupert,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1271,Rikitea,45.36,66.00%,0.00%,3.02,39.45,22.34
1272,Shimoda,75.35,28.00%,0.00%,11.63,-46.43,-67.52
1273,Atuona,64.51,88.00%,92.00%,26.40,-41.29,174.78
1274,Palm Valley,79.49,99.00%,76.00%,3.91,-5.2,-35.46
1275,Port Blair,82.40,26.00%,0.00%,12.75,-45.87,-67.48
1276,Canarana,38.88,56.00%,75.00%,26.40,42.65,-73.75
1277,Cidreira,28.40,86.00%,75.00%,31.09,70.98,25.97
1278,Mataura,75.17,100.00%,0.00%,2.46,25.72,-79.3
1279,Taoudenni,29.72,91.00%,80.00%,12.19,71.98,102.47
1280,Plettenberg Bay,33.37,85.00%,90.00%,11.18,59.7,30.79
1281,Ushuaia,28.40,50.00%,90.00%,11.41,55.74,-97.86
1282,Lagoa,35.60,93.00%,90.00%,13.87,65.28,-126.83
1283,Vaini,78.80,100.00%,5.00%,2.24,6.12,81.12
1284,Marsa Matruh,30.35,78.00%,0.00%,9.28,58.67,66.57
1285,Tiznit,45.36,66.00%,0.00%,3.02,39.45,22.34
1286,Kahului,81.11,100.00%,0.00%,16.33,-17.73,-39.27
1287,Rikitea,54.00,71.00%,20.00%,8.01,-46.19,168.86
1288,Torres,51.48,71.00%,0.00%,11.41,48.95,4.24
1289,Belaya Gora,10.55,77.00%,56.00%,2.46,53.94,139.92
1290,Saint Albans,45.90,70.00%,0.00%,11.41,51.04,-4.21
1291,Lubartow,33.37,85.00%,90.00%,11.18,59.7,30.79
1292,Cabo San Lucas,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1293,East London,77.15,100.00%,0.00%,5.03,-1.24,116.86
1294,Bredasdorp,50.52,61.00%,75.00%,9.17,-43.03,147.26
1295,Vaini,42.76,65.00%,75.00%,8.05,34.68,131.85
1296,Bandarbeyla,68.33,92.00%,0.00%,2.57,15.34,74.49
1297,Jamestown,38.88,56.00%,75.00%,26.40,42.65,-73.75
1298,Sao Filipe,50.50,61.00%,75.00%,9.17,-42.88,147.33
1299,Longyearbyen,84.71,30.00%,36.00%,9.17,18.9,-3.53
1300,Port Elizabeth,83.18,100.00%,0.00%,4.92,-0.6,73.08
1301,Hermanus,1.46,58.00%,0.00%,2.35,48.19,136.14
1302,Punta Arenas,-0.26,77.00%,0.00%,3.69,69.7,170.27
1303,Ngunguru,87.59,61.00%,0.00%,2.68,-16.46,-54.64
1304,Punta Arenas,64.55,97.00%,24.00%,2.35,-6.71,36.37
1305,New Norfolk,77.33,53.00%,0.00%,2.91,-20.63,-46
1306,Saskylakh,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1307,Nemuro,82.28,34.00%,48.00%,7.16,-38.31,-60.23
1308,Provideniya,83.84,66.00%,20.00%,13.87,-0.74,-90.35
1309,Torbay,68.33,92.00%,0.00%,2.57,15.34,74.49
1310,Leningradskiy,44.73,65.00%,0.00%,8.95,45.22,39.69
1311,Lundazi,60.67,82.00%,75.00%,4.70,-33.93,18.42
1312,Gushikawa,75.62,100.00%,20.00%,2.57,-2.88,108.27
1313,Carnarvon,69.75,45.00%,44.00%,15.21,-33.64,115.35
1314,Sivaki,31.88,92.00%,88.00%,8.95,57.02,82.07
1315,Jishou,81.38,100.00%,92.00%,10.96,-9.8,-139.03
1316,Punta Arenas,80.60,88.00%,40.00%,2.35,9.69,76.78
1317,Severo-Kurilsk,75.13,88.00%,40.00%,6.93,-20.01,57.66
1318,Diapaga,82.40,65.00%,5.00%,6.93,16.86,-99.88
1319,Kharabali,74.81,100.00%,20.00%,1.90,26.54,-77.06
1320,Kapaa,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1321,Kamenskoye,10.91,100.00%,64.00%,2.35,72.79,-56.15
1322,Ruswil,82.10,100.00%,68.00%,8.95,-2.57,150.8
1323,Port Macquarie,81.02,92.00%,56.00%,9.84,5.38,-52.96
1324,Margate,73.19,74.00%,0.00%,12.53,11,122.67
1325,Saint-Philippe,53.82,36.00%,1.00%,6.93,38.95,-119.77
1326,Provideniya,58.97,100.00%,64.00%,24.94,38.52,-28.7
1327,Rikitea,55.22,62.00%,75.00%,18.34,-53.16,-70.91
1328,Necochea,54.00,71.00%,20.00%,8.01,-46.19,168.86
1329,Ribeira Grande,38.36,82.00%,8.00%,2.68,-33.21,138.6
1330,Pevek,76.19,69.00%,90.00%,8.05,19.71,-155.08
1331,Mataura,82.19,100.00%,8.00%,9.17,13.97,74.57
1332,Butaritari,48.51,100.00%,90.00%,14.99,41.28,-70.1
1333,Cape Town,57.20,93.00%,90.00%,6.93,-42.48,-73.76
1334,Sterling,38.88,56.00%,75.00%,26.40,42.65,-73.75
1335,Kaitangata,83.18,100.00%,0.00%,4.92,-0.6,73.08
1336,Port Lincoln,76.88,100.00%,68.00%,18.57,-23.12,-134.97
1337,Hervey Bay,82.40,48.00%,20.00%,17.22,22.73,-81.29
1338,Punta Arenas,78.89,61.00%,40.00%,13.87,22.08,-159.32
1339,Touros,40.43,100.00%,92.00%,25.17,64.25,-15.21
1340,Botro,83.72,100.00%,0.00%,11.74,10.57,72.64
1341,Oshnaviyeh,56.07,93.00%,0.00%,11.07,-26.54,151.84
1342,Punta Arenas,71.78,49.00%,1.00%,11.41,36.62,-121.92
1343,Rocha,27.56,100.00%,48.00%,4.03,50.68,156.12
1344,Bambous Virieux,80.75,84.00%,68.00%,1.90,-0.81,12.73
1345,Meyungs,36.65,100.00%,88.00%,7.16,63.44,-20.27
1346,Banda Aceh,68.33,92.00%,0.00%,2.57,15.34,74.49
1347,Souillac,71.66,96.00%,76.00%,3.91,2.79,24.73
1348,Bredasdorp,33.39,95.00%,90.00%,17.90,64.73,177.51
1349,Severo-Kurilsk,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1350,Atuona,80.28,74.00%,75.00%,4.70,5.28,115.24
1351,Punta Arenas,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1352,Albany,75.35,28.00%,0.00%,11.63,-46.43,-67.52
1353,Kerchevskiy,37.85,44.00%,40.00%,13.87,38.18,-83.43
1354,Hermanus,40.60,93.00%,90.00%,10.29,47.66,-52.73
1355,Kaniama,69.75,45.00%,44.00%,15.21,-33.64,115.35
1356,Sobolevo,54.00,71.00%,20.00%,8.01,-46.19,168.86
1357,Aitape,63.20,85.00%,0.00%,0.56,-8.93,125.41
1358,Mataura,64.00,85.00%,76.00%,3.00,-22.12,14.28
1359,Atuona,51.03,81.00%,75.00%,17.22,-54.81,-68.31
1360,Rikitea,20.27,89.00%,80.00%,0.56,46.45,135.83
1361,Ushuaia,79.13,100.00%,12.00%,19.01,11.72,122.09
1362,San Patricio,50.50,61.00%,75.00%,9.17,-42.78,147.06
1363,Provideniya,76.19,69.00%,90.00%,8.05,19.71,-155.08
1364,Taolanaro,28.40,86.00%,90.00%,4.47,64.42,-173.23
1365,Castro,10.91,100.00%,64.00%,2.35,72.79,-56.15
1366,Hithadhoo,63.86,27.00%,1.00%,5.82,46.06,-118.33
1367,Cape Town,9.65,70.00%,36.00%,2.91,70.62,147.9
1368,Yingshang,57.67,99.00%,100.00%,1.99,-34.42,19.24
1369,Hobart,76.25,36.00%,64.00%,6.04,-17.91,19.77
1370,Qandahar,64.40,77.00%,0.00%,16.11,20.93,-17.03
